3,13.31
4,26.52
5,39.29
6,54.47
7,64.41
8,95.73
9,114.05
10,167.47
11,197.1
12,238.84
13,264.94
14,323.64
15,349.58
16,391.14
17,451.85
18,469.93
19,563.48
20,715.31
21,667.22
22,784.64
23,684.66
24,865.57
25,1184.78
26,1158.2
27,1143.63
28,1256.93
29,1157.76
30,1319.49
31,1561.51
32,1515.66
33,1516.08
34,1673.93
35,1796.33
36,1867.57
37,2417.61
38,2310.96
39,2138.22
40,2413.46
41,2394.26
42,2374.08
43,2540.67
44,2873.46
45,3434.5
46,3139.85
47,3439.35
48,3598.55
49,3591.13
50,3814.45
